             69	         O
        JANUZAJ	     S-ORG
              !	         O
            The	         O
     substitute	         O
          makes	         O
              a	         O
           good	         O
          first	         O
     impression	         O
              .	         O
          Picks	         O
             up	         O
            the	         O
           ball	         O
             on	         O
            the	         O
           left	         O
              ,	         O
       skipping	         O
           past	         O
     Albrighton	    S-MISC
            and	         O
        cutting	         O
             in	         O
             to	         O
          evade	         O
         Bacuna	    S-MISC
              .	         O
          Curls	     S-PER
            one	         O
           from	         O
       distance	         O
              ,	         O
           down	         O
            low	         O
              ,	         O
            but	         O
             it	         O
             is	         O
              a	         O
           good	         O
           save	         O
             by	         O
          Guzan	     S-PER
              .	         O

