             30	         O
         Played	         O
          short	         O
             by	         O
       Westwood	     S-ORG
        towards	         O
          Delph	     S-LOC
              .	         O
            The	         O
     midfielder	         O
       attempts	         O
             to	         O
           lift	         O
            the	         O
           ball	         O
            for	         O
        Benteke	     S-PER
             in	         O
            the	         O
            box	         O
              ,	         O
            but	         O
             is	         O
   unsuccessful	         O
             as	         O
            the	         O
           ball	         O
           goes	         O
            out	         O
            for	         O
              a	         O
           goal	         O
              -	         O
           kick	         O
              .	         O

