             73	         O
          Clark	     S-PER
             is	         O
            the	         O
         latest	         O
             to	         O
             go	         O
           into	         O
            the	         O
        referee	         O
             's	         O
           book	         O
             as	         O
             he	         O
       produces	         O
              a	         O
       stupidly	         O
              -	         O
         strong	         O
         tackle	         O
             on	         O
        Welbeck	     S-ORG
          after	         O
            the	         O
           ball	         O
            has	         O
           gone	         O
              .	         O
     Deservedly	     S-PER
           gets	         O
              a	         O
         yellow	         O
           card	         O
              .	         O

