             59	         O
        Benteke	     S-PER
            has	         O
            had	         O
              a	         O
  disappointing	         O
      afternoon	         O
             to	         O
           date	         O
              .	         O
         Cannot	         O
            get	         O
            the	         O
         better	         O
             of	         O
           Phil	     B-PER
          Jones	     E-PER
              ,	         O
             as	         O
             he	         O
         spurns	         O
        another	         O
    opportunity	         O
              .	         O
            Has	     S-PER
         proven	         O
             to	         O
             be	         O
       wasteful	         O
             in	         O
          front	         O
             of	         O
           goal	         O
             so	         O
            far	         O
              .	         O

