             28	         O
      Beautiful	         O
           move	         O
             by	         O
         United	     S-ORG
             as	         O
       Valencia	     S-LOC
          finds	         O
        Welbeck	     S-ORG
           just	         O
         inside	         O
            the	         O
          area.	         O
            The	         O
        England	     S-LOC
  international	         O
       produces	         O
              a	         O
      brilliant	         O
          flick	         O
           back	         O
           into	         O
            the	         O
         winger	         O
             's	         O
           path	         O
              ,	         O
            but	         O
            his	         O
          final	         O
              -	         O
           ball	         O
          fails	         O
             to	         O
           pick	         O
            out	         O
              a	         O
      team-mate	         O
           when	         O
             he	         O
       probably	         O
         should	         O
           have	         O
           shot	         O
              .	         O

