             43	         O
           Evra	     S-PER
            and	         O
         Lowton	     S-PER
           both	         O
             go	         O
         flying	         O
           into	         O
              a	         O
      challenge	         O
            and	         O
             in	         O
           ends	         O
           with	         O
            the	         O
      Frenchman	    S-MISC
       punching	         O
          Villa	     S-PER
             's	         O
      full-back	         O
             on	         O
            his	         O
         behind	         O
              .	         O
            The	         O
        bizarre	         O
       exchange	         O
           ends	         O
           with	         O
              a	         O
      handshake	         O
              .	         O

