             84	         O
      Brilliant	         O
           play	         O
             by	         O
        Welbeck	     S-PER
             as	         O
             he	         O
         flicks	         O
            the	         O
           ball	         O
           into	         O
           area	         O
           with	         O
              a	         O
         clever	         O
       backheel	         O
            for	         O
      Cleverley	     S-PER
              ,	         O
            but	         O
            the	         O
     midfielder	         O
             's	         O
           shot	         O
             is	         O
          saved	         O
           well	         O
             by	         O
          Guzan	     S-PER
              .	         O

