             23	         O
          Again	         O
              ,	         O
         Rooney	     S-PER
             is	         O
          given	         O
              a	         O
            bit	         O
             of	         O
              a	         O
           kick	         O
           from	         O
             El	     S-LOC
              -	         O
         Ahmadi	     S-PER
            and	         O
       responds	         O
             by	         O
       knocking	         O
          Sylla	     S-PER
           over	         O
              .	         O
            The	         O
        England	     S-LOC
        striker	         O
           aims	         O
           some	         O
         choice	         O
          words	         O
             at	         O
            the	         O
        referee	         O
              ,	         O
            who	         O
          warns	         O
            the	         O
         United	     S-LOC
            man	         O
              .	         O

