             90	         O
          Three	         O
        minutes	         O
             of	         O
       stoppage	         O
           time	         O
           have	         O
           been	         O
          added	         O
              .	         O

             90	         O
             +3	         O
          Villa	     S-PER
            are	         O
        putting	         O
             on	         O
           some	         O
           late	         O
       pressure	         O
             in	         O
         search	         O
             of	         O
              a	         O
    consolation	         O
              ,	         O
            but	         O
         United	     S-ORG
           look	         O
    comfortable	         O
              .	         O

             90	         O
             +4	         O
      FULL-TIME	         O
              !	         O
     Manchester	     B-ORG
         United	     E-ORG
       complete	         O
              a	         O
            3-0	         O
            win	         O
             at	         O
          Villa	     B-LOC
           Park	     E-LOC
              .	         O
          Aston	     B-ORG
          Villa	     E-ORG
         looked	         O
           like	         O
           they	         O
          would	         O
            put	         O
             up	         O
              a	         O
          fight	         O
             in	         O
            the	         O
          first	         O
             10	         O
        minutes	         O
              ,	         O
            but	         O
            the	         O
       visitors	         O
           soon	         O
           took	         O
         charge	         O
              .	         O
           Ever	         O
          since	         O
         United	     S-ORG
           took	         O
            the	         O
           lead	         O
           they	         O
          never	         O
         looked	         O
           like	         O
       dropping	         O
         points	         O
              .	         O
              A	         O
   professional	         O
        display	         O
            and	         O
            one	         O
             of	         O
          their	         O
           best	         O
   performances	         O
             in	         O
         recent	         O
          weeks	         O
              .	         O
              I	         O
           hope	         O
            you	         O
        enjoyed	         O
            the	         O
       coverage	         O
              .	         O
         Thanks	         O
            for	         O
        joining	         O
            me.	         O

