             82	         O
           Poor	         O
       delivery	         O
           from	         O
             De	     B-PER
         Guzman	     E-PER
              !	         O
            The	     B-LOC
    Netherlands	     E-LOC
     midfielder	         O
           puts	         O
            the	         O
           ball	         O
            out	         O
            for	         O
              a	         O
         corner	         O
           from	         O
           deep	         O
              ,	         O
             he	         O
             's	         O
            not	         O
            had	         O
            the	         O
           best	         O
           game	         O
           here	         O
           this	         O
      afternoon	         O
     whatsoever	         O
              .	         O
           Both	         O
          sides	         O
           look	         O
              a	         O
         little	         O
       clueless	         O
             as	         O
             to	         O
            how	         O
           they	         O
            're	         O
          going	         O
             to	         O
           find	         O
            the	         O
         second	         O
           half	         O
             's	         O
          first	         O
           goal	         O
              ,	         O
            and	         O
            are	         O
        looking	         O
             to	         O
          their	         O
        benches	         O
             as	         O
              a	         O
         result	         O
              .	         O

