             54	         O
       ELMANDER	     S-PER
              !	         O
          Great	         O
           work	         O
           down	         O
            the	         O
          right	         O
           hand	         O
           side	         O
           from	         O
        Redmond	     S-PER
         allows	         O
            for	         O
            the	         O
    19-year-old	         O
             to	         O
           whip	         O
             in	         O
              a	         O
     devilishly	         O
       powerful	         O
          cross	         O
           from	         O
            the	         O
         byline	         O
              ,	         O
            but	         O
             it	         O
            can	         O
           only	         O
             be	         O
    comfortably	         O
         turned	         O
           into	         O
           Vorm	     S-PER
             's	         O
           arms	         O
             by	         O
            the	         O
          Swede	    S-MISC
              .	         O

