             66	         O
             No	         O
          clear	         O
        chances	         O
            for	         O
         either	         O
           side	         O
              ,	         O
             as	         O
           both	         O
        outfits	         O
       struggle	         O
             to	         O
           find	         O
           that	         O
        cutting	         O
           edge	         O
              .	         O
          Michu	     S-PER
            has	         O
           been	         O
            the	         O
           only	         O
         player	         O
            who	         O
          looks	         O
         likely	         O
             to	         O
           find	         O
              a	         O
        defence	         O
              -	         O
      splitting	         O
           pass	         O
            for	         O
        Swansea	     S-LOC
              ,	         O
           with	         O
        Redmond	     S-PER
             's	         O
       electric	         O
           runs	         O
          being	         O
            the	         O
          hosts	         O
              '	         O
           only	         O
           real	         O
      dangerous	         O
         outlet	         O
              .	         O

