             74	         O
            FER	     S-ORG
              !	         O
            The	         O
       Dutchman	    S-MISC
             is	         O
          found	         O
           with	         O
              a	         O
      pull-back	         O
              ,	         O
            but	         O
            can	         O
             't	         O
          quite	         O
         divert	         O
            his	         O
         header	         O
        towards	         O
           goal	         O
              ,	         O
       allowing	         O
            for	         O
       Williams	     S-PER
             to	         O
          clear	         O
        Swansea	     S-ORG
             's	         O
          lines	         O
              .	         O
           Both	         O
       managers	         O
            are	         O
      beginning	         O
             to	         O
           look	         O
             to	         O
          their	         O
          bench	         O
              ,	         O
           with	         O
          Michu	     S-PER
        looking	         O
         rather	         O
   disappointed	         O
             to	         O
             be	         O
    substituted	         O
              .	         O

