             73	         O
         Around	         O
         twenty	         O
        minutes	         O
           left	         O
             to	         O
           play	         O
              ,	         O
            and	         O
             it	         O
             's	         O
  exceptionally	         O
           hard	         O
             to	         O
       decipher	         O
          which	         O
            way	         O
           this	         O
           game	         O
           will	         O
           turn	         O
           next	         O
              .	         O
        Neither	         O
     goalkeeper	         O
            has	         O
           been	         O
   particularly	         O
       troubled	         O
              ,	         O
            and	         O
           both	         O
          sides	         O
           have	         O
        players	         O
            who	         O
          could	         O
          score	         O
           with	         O
              a	         O
         moment	         O
             of	         O
     individual	         O
     brilliance	         O
              .	         O

