             61	         O
           Good	         O
     recovering	         O
         header	         O
           from	         O
      Whittaker	     S-PER
              !	         O
              A	         O
        clipped	         O
           ball	         O
           over	         O
            the	         O
            top	         O
             by	         O
        Shelvey	     S-PER
              ,	         O
             in	         O
         search	         O
             of	         O
          Michu	     S-LOC
              ,	         O
             is	         O
        nodding	         O
           back	         O
     composedly	         O
             to	         O
          Ruddy	     S-PER
             by	         O
            the	         O
           Scot	    S-MISC
              .	         O
             If	         O
             he	         O
           hadn	         O
             't	         O
        tracked	         O
            the	         O
       Spaniard	    S-MISC
             's	         O
            run	         O
              ,	         O
        Norwich	     S-ORG
          would	         O
           have	         O
           been	         O
             in	         O
        trouble	         O
         there.	         O

