             79	         O
           Good	         O
          block	         O
             by	         O
       Williams	    B-MISC
              !	    I-MISC
            Fer	    E-MISC
         drives	         O
           into	         O
          space	         O
             at	         O
            the	         O
           edge	         O
             of	         O
            the	         O
            box	         O
              ,	         O
         before	         O
        letting	         O
            fly	         O
           from	         O
             25	         O
          yards	         O
              !	         O
            The	         O
        Swansea	     S-ORG
        captain	         O
          saves	         O
            his	         O
         keeper	         O
            the	         O
         hassle	         O
             by	         O
        hoofing	         O
            the	         O
         strike	         O
           away	         O
           with	         O
            his	         O
           boot	         O
              !	         O

