             15	         O
             An	         O
           all-	         O
         action	         O
        opening	         O
             15	         O
        minutes	         O
           here	         O
             at	         O
         Carrow	     B-LOC
           Road	     E-LOC
              ,	         O
           with	         O
     end-to-end	         O
       football	         O
            and	         O
            the	         O
          power	         O
        balance	         O
       shifting	         O
        between	         O
            the	         O
            two	         O
          sides	         O
           with	         O
     regularity	         O
              .	         O
            The	         O
        support	         O
           from	         O
            the	         O
           home	         O
          crowd	         O
             is	         O
     vociferous	         O
              ,	         O
            and	         O
             we	         O
            've	         O
            got	         O
              a	         O
           game	         O
           with	         O
           real	         O
    goalscoring	         O
      potential	         O
             on	         O
            our	         O
          hands	         O
              !	         O

