             39	         O
           Just	         O
           over	         O
           five	         O
        minutes	         O
          until	         O
            the	         O
          break	         O
              ,	         O
            and	         O
             an	         O
      equaliser	         O
            for	         O
            the	         O
          hosts	         O
          would	         O
             do	         O
        wonders	         O
            for	         O
          their	         O
     confidence	         O
              .	         O
        Norwich	     S-ORG
           have	         O
        managed	         O
             to	         O
            get	         O
            the	         O
       visitors	         O
             on	         O
            the	         O
           back	         O
           foot	         O
   occasionally	         O
              ,	         O
            but	         O
        Swansea	     S-ORG
           have	         O
      generally	         O
        enjoyed	         O
            the	         O
         better	         O
     possession	         O
              .	         O

