             89	         O
        SHELVEY	     S-ORG
              !	         O
        Swansea	     S-ORG
        briefly	         O
          claim	         O
            for	         O
       handball	         O
              ,	         O
            but	         O
            the	         O
         strike	         O
       cannoned	         O
           into	         O
        Bassong	     S-LOC
           from	         O
          close	         O
          range	         O
              !	         O
           Good	         O
          block	         O
           from	         O
            the	         O
        Norwich	     S-ORG
        captain	         O
              ,	         O
             to	         O
           deny	         O
            the	         O
       visitors	         O
              a	         O
           late	         O
         winner	         O
              !	         O

