             34	         O
        Swansea	     S-ORG
       continue	         O
             to	         O
             be	         O
            the	         O
           side	         O
             to	         O
           move	         O
            the	         O
           ball	         O
           well	         O
              ,	         O
           with	         O
        purpose	         O
              ,	         O
          while	         O
        Norwich	     S-ORG
            are	         O
          often	         O
          being	         O
         forced	         O
             to	         O
             go	         O
           long	         O
             in	         O
         search	         O
             of	         O
       Elmander	     S-LOC
             or	         O
         Hooper	     S-PER
              .	         O
           Dyer	     S-PER
           gets	         O
             in	         O
         behind	         O
            the	         O
        Norwich	     S-ORG
        defence	         O
           once	         O
          again	         O
          after	         O
        another	         O
       accurate	         O
           long	         O
           ball	         O
           from	         O
        defence	         O
              ,	         O
            but	         O
            the	         O
         winger	         O
             is	         O
         forced	         O
           back	         O
            the	         O
            way	         O
           that	         O
             he	         O
           came	         O
             by	         O
           good	         O
      defending	         O
              .	         O

