             31	         O
            Yet	         O
        another	         O
           poor	         O
           ball	         O
           from	         O
             an	         O
     unbalanced	         O
             De	     B-PER
         Guzman	     E-PER
         almost	         O
          plays	         O
           Amat	     S-PER
           into	         O
        trouble	         O
              ,	         O
            but	         O
            the	         O
       Spaniard	    S-MISC
         slides	         O
             in	         O
           with	         O
          force	         O
             to	         O
          clear	         O
        Swansea	     S-ORG
             's	         O
          lines	         O
              .	         O
       Constant	         O
       pressure	         O
           from	         O
           both	         O
          sides	         O
             is	         O
        forcing	         O
         plenty	         O
             of	         O
         errors	         O
              .	         O

