             18	         O
             De	     B-PER
         Guzman	     E-PER
          gives	         O
            the	         O
           ball	         O
           away	         O
            yet	         O
          again	         O
              ,	         O
            and	         O
            the	         O
       Dutchman	    S-MISC
            isn	         O
             't	         O
        looking	         O
            the	         O
           most	         O
       composed	         O
             on	         O
            the	         O
           ball	         O
           this	         O
      afternoon	         O
              .	         O
             He	         O
         nearly	         O
          plays	         O
       Williams	     S-PER
           into	         O
        trouble	         O
           with	         O
              a	         O
         poorly	         O
              -	         O
       weighted	         O
           pass	         O
              ,	         O
            but	         O
            the	         O
       Welshman	    S-MISC
            isn	         O
             't	         O
          about	         O
             to	         O
           take	         O
            any	         O
        chances	         O
              ,	         O
        hoofing	         O
            the	         O
           ball	         O
        upfield	         O
              .	         O

