             48	         O
        BASSONG	     S-ORG
              !	         O
            The	         O
        central	         O
       defender	         O
           rose	         O
    excellently	         O
             to	         O
           meet	         O
            yet	         O
        another	         O
         corner	         O
              ,	         O
            but	         O
            can	         O
           only	         O
            nod	         O
           wide	         O
             of	         O
            the	         O
         target	         O
           once	         O
          again	         O
              !	         O
             He	         O
            had	         O
           Amat	     S-PER
       directly	         O
             in	         O
          front	         O
             of	         O
            him	         O
              ,	         O
        perhaps	         O
       impeding	         O
            his	         O
           view	         O
              ,	         O
            but	         O
            the	         O
        Norwich	     S-ORG
        captain	         O
           will	         O
             be	         O
   disappointed	         O
           with	         O
           that	         O
         effort	         O
              !	         O

