             41	         O
             It	         O
          seems	         O
             to	         O
             be	         O
             an	         O
          ankle	         O
       ligament	         O
        problem	         O
             or	         O
          worse	         O
            for	         O
           Dyer	     S-PER
              ,	         O
            who	         O
            saw	         O
            all	         O
             of	         O
        Bassong	     S-ORG
             's	         O
         weight	         O
           fall	         O
           onto	         O
            his	         O
          ankle	         O
              ,	         O
        forcing	         O
             it	         O
             to	         O
         buckle	         O
     underneath	         O
           him.	         O
           That	         O
         looked	         O
         rather	         O
          nasty	         O
              ,	         O
              I	         O
            don	         O
             't	         O
          think	         O
             we	         O
            'll	         O
             be	         O
         seeing	         O
           Dyer	     S-PER
             in	         O
         action	         O
            for	         O
              a	         O
          while	         O
              .	         O

