             22	         O
          Great	         O
      defending	         O
           from	         O
         Rangel	     S-PER
              !	         O
            The	         O
     right-back	         O
         throws	         O
        himself	         O
           into	         O
              a	         O
           firm	         O
      challenge	         O
             on	         O
            the	         O
           ever	         O
              -	         O
       physical	         O
            Fer	    S-MISC
              ,	         O
     preventing	         O
            the	         O
       Dutchman	    S-MISC
           from	         O
        getting	         O
         beyond	         O
            him	         O
             to	         O
            the	         O
         byline	         O
              .	         O
            The	     B-LOC
    Netherlands	     E-LOC
  international	         O
        tangles	         O
           with	         O
           Dyer	     S-PER
     afterwards	         O
              ,	         O
            and	         O
            the	         O
        Swansea	     S-LOC
            man	         O
           gets	         O
             to	         O
            his	         O
           feet	         O
         rather	         O
       gingerly	         O
              ,	         O
        holding	         O
            his	         O
           face	         O
              .	         O

