             59	         O
      HERNANDEZ	     S-PER
              !	         O
            The	         O
        Spanish	    S-MISC
     midfielder	         O
          finds	         O
        himself	         O
             in	         O
              a	         O
        central	         O
       position	         O
              ,	         O
         before	         O
        turning	         O
           well	         O
            and	         O
        playing	         O
              a	         O
        one-two	         O
           with	         O
        Pozuelo	     S-PER
              .	         O
             He	         O
            can	         O
             't	         O
           keep	         O
            his	         O
         effort	         O
           down	         O
              ,	         O
        however	         O
              ,	         O
            and	         O
            the	         O
           ball	         O
         arrows	         O
            out	         O
             of	         O
           play	         O
           with	         O
         Rangel	     S-PER
    complaining	         O
           that	         O
             he	         O
            was	         O
             in	         O
         plenty	         O
             of	         O
          space	         O
             on	         O
            the	         O
          right	         O
           hand	         O
           side	         O
              .	         O

