             78	         O
           BONY	         O
              !	         O
            The	         O
     substitute	         O
             is	         O
          found	         O
             by	         O
              a	         O
         direct	         O
           ball	         O
        upfield	         O
              ,	         O
         nearly	         O
        getting	         O
            the	         O
         better	         O
             of	         O
         Turner	     B-ORG
              .	     I-ORG
            The	     I-ORG
        Norwich	     E-ORG
         centre	         O
              -	         O
           half	         O
        manages	         O
             to	         O
    unwittingly	         O
            nod	         O
            the	         O
           ball	         O
           back	         O
             to	         O
          Ruddy	     S-PER
              .	         O

