             43	         O
              A	         O
        lengthy	         O
          break	         O
             in	         O
           play	         O
         before	         O
             we	         O
            can	         O
       continue	         O
              ,	         O
           with	         O
           Dyer	     S-PER
          still	         O
          being	         O
        removed	         O
           from	         O
            the	         O
          field	         O
              .	         O
            His	         O
          ankle	         O
         looked	         O
             to	         O
           bend	         O
           into	         O
              a	         O
           very	         O
  uncomfortable	         O
       position	         O
              ,	         O
            and	         O
           this	         O
         injury	         O
             is	         O
          being	         O
        treated	         O
           with	         O
            the	         O
         utmost	         O
     importance	         O
              .	         O
           That	         O
          could	         O
           have	         O
           been	         O
              a	         O
           very	         O
              ,	         O
           very	         O
          nasty	         O
         injury	         O
              .	         O
        Pozuelo	     S-PER
           will	         O
        replace	         O
           him.	         O

