             70	         O
       ELMANDER	     S-PER
              !	         O
          Great	         O
           work	         O
           down	         O
            the	         O
          right	         O
          flank	         O
           from	         O
        Redmond	     S-PER
            yet	         O
          again	         O
              ,	         O
             as	         O
            the	         O
     midfielder	         O
         easily	         O
            has	         O
            the	         O
        beating	         O
             of	         O
         Davies	     S-PER
              .	         O
            The	         O
        Swedish	    S-MISC
  international	         O
         drives	         O
             to	         O
            the	         O
           near	         O
           post	         O
              ,	         O
            but	         O
          fails	         O
             to	         O
           make	         O
        contact	         O
           with	         O
        Redmond	     S-PER
             's	         O
            low	         O
          drive	         O
             of	         O
              a	         O
          cross	         O
              !	         O

