             12	         O
         YELLOW	         O
           CARD	         O
              -	         O
         Rafael	     S-PER
              :	         O
           Poor	         O
         tackle	         O
           from	         O
            the	         O
      Brazilian	    S-MISC
              ,	         O
            who	         O
          sends	         O
     Agbonlahor	     S-PER
          going	         O
             to	         O
         ground	         O
              .	         O
            The	         O
        striker	         O
           runs	         O
             at	         O
            the	         O
         United	     S-LOC
        defence	         O
              ,	         O
             as	         O
         Rafael	     S-PER
       concedes	         O
              a	         O
      free-kick	         O
             in	         O
              a	         O
      fantastic	         O
       position	         O
              .	         O

             12	         O
         Yellow	         O
           Card	         O
         Rafael	     S-PER

