             63	         O
         YELLOW	         O
           CARD	         O
              -	         O
           Ryan	     B-PER
       Bertrand	     E-PER
              :	         O
            The	         O
        Chelsea	     S-ORG
         loanee	         O
           gets	         O
              a	         O
        booking	         O
          after	         O
        lunging	         O
             at	         O
         Ashley	     B-PER
          Young	     E-PER
              .	         O
          Villa	     S-PER
         losing	         O
              a	         O
            bit	         O
             of	         O
          their	         O
           cool	         O
             in	         O
            the	         O
           last	         O
            few	         O
        moments	         O
              .	         O

