             61	         O
       Fellaini	     S-PER
             's	         O
          lucky	         O
            not	         O
             to	         O
             be	         O
         booked	         O
              .	         O
           Just	         O
           days	         O
          after	         O
             an	         O
          elbow	         O
             at	         O
            the	         O
     Manchester	     B-LOC
          Derby	     E-LOC
              ,	         O
             he	         O
          jumps	         O
          again	         O
       unfairly	         O
            and	         O
         sticks	         O
            out	         O
              a	         O
           hand	         O
             on	         O
            the	         O
           face	         O
             of	         O
            his	         O
       opponent	         O
              .	         O
             No	         O
        booking	         O
              .	         O

