             37	         O
          Vidic	     S-PER
        unhappy	         O
             as	         O
            the	         O
      assistant	         O
        referee	         O
        signals	         O
            for	         O
              a	         O
         corner	         O
          after	         O
             he	         O
       attempts	         O
             to	         O
        deflect	         O
            the	         O
           ball	         O
            off	         O
             of	         O
     Albrighton	     S-LOC
              .	         O
            The	         O
       visitors	         O
           have	         O
              a	         O
         corner	         O
              .	         O

