             38	         O
        Weimann	     S-PER
             on	         O
            the	         O
           edge	         O
             of	         O
            the	         O
           area	         O
            has	         O
              a	         O
           good	         O
         chance	         O
             to	         O
           work	         O
      something	         O
        serious	         O
          after	         O
        Benteke	     S-PER
             's	         O
         header	         O
           from	         O
            the	         O
         corner	         O
          flies	         O
           wide	         O
              .	         O
           From	         O
            the	         O
      resulting	         O
       delivery	         O
              ,	         O
        Weimann	     S-PER
             's	         O
          cross	         O
             is	         O
          over-	         O
            hit	         O
              ,	         O
            and	         O
         rushes	         O
            out	         O
             of	         O
           play	         O
              .	         O

